Customer ID,Segment,churn_prob,future_ltv,num_transactions,total_spend,days_since_last_purchase,Recency,Frequency,Monetary
13801,New Customers,0.7467074,324.8,1,324.8,66,67,1,324.8
13802,Champions,0.35010025,1468.3600000000001,19,26259.11,138,139,19,26259.11
13803,At Risk,0.3116417,0.0,3,1338.91,254,255,3,1338.91
13804,Core Customers,0.22466831,1912.16,9,3208.52,30,31,9,3208.52
13805,New Customers,0.6874898,924.6,2,924.6,51,52,2,924.6
13806,New Customers,0.7526587,256.38,1,256.38,63,64,1,256.38
13807,At Risk,0.41894162,0.0,3,534.8,366,367,3,534.8
13808,Core Customers,0.22613998,1747.66,5,1747.66,5,6,5,1747.66
13809,At Risk,0.70597947,0.0,3,679.7,304,305,3,679.7
13810,New Customers,0.42212355,1499.01,3,1499.01,28,29,3,1499.01
13811,At Risk,0.33703175,0.0,3,814.5,183,184,3,814.5
13812,New Customers,0.539235,539.0,3,539.0,41,42,3,539.0
13813,Core Customers,0.0029468911,1366.8600000000001,8,2765.47,39,40,8,2765.47
13814,At Risk,0.7166686,1579.12,3,2257.32,91,92,3,2257.32
13815,Core Customers,0.0023658404,3015.35,8,7475.74,21,22,8,7475.74
13816,New Customers,0.60753435,571.6700000000001,2,571.6700000000001,23,24,2,571.6700000000001
13817,New Customers,0.6772277,254.28,2,382.98,28,29,2,382.98
13818,Low Value,0.9213934,0.0,1,61.28,429,430,1,61.28
13819,At Risk,0.4893612,0.0,6,2642.35,301,302,6,2642.35
13820,At Risk,0.68141675,0.0,3,660.65,417,418,3,660.65
13821,At Risk,0.39507794,115.49,6,1410.73,144,145,6,1410.73
13822,New Customers,0.58941126,632.0,2,632.0,5,6,2,632.0
13823,Core Customers,0.0035879845,957.66,7,3403.4500000000003,18,19,7,3403.4500000000003
13824,Core Customers,0.06364889,465.96,12,3314.76,32,33,12,3314.76
13825,Low Value,0.6525601,0.0,2,255.59,621,622,2,255.59
13826,Low Value,0.8027131,189.5,1,189.5,175,176,1,189.5
13827,New Customers,0.6994443,412.05,3,412.05,57,58,3,412.05
13828,New Customers,0.7528699,209.49,1,209.49,21,22,1,209.49
13829,Low Value,0.8233267,0.0,1,102.0,420,421,1,102.0
13830,Low Value,0.7926729,0.0,1,156.85000000000002,581,582,1,156.85000000000002
13831,Champions,0.0012340319,1105.0,18,7023.58,15,16,18,7023.58
13832,New Customers,0.41982228,52.199999999999996,2,613.6899999999999,18,19,2,613.6899999999999
13833,At Risk,0.68266064,384.8,2,701.36,158,159,2,701.36
13834,Low Value,0.7668342,0.0,2,324.19,576,577,2,324.19
13835,Core Customers,0.14926821,506.12,7,1095.27,24,25,7,1095.27
13836,At Risk,0.5921447,0.0,2,620.37,398,399,2,620.37
13837,Low Value,0.69703597,0.0,2,271.24,211,212,2,271.24
13838,Core Customers,0.17929526,453.62,10,1966.09,5,6,10,1966.09
13839,Low Value,0.8174948,0.0,1,139.95000000000002,485,486,1,139.95000000000002
13840,Low Value,0.6995167,0.0,1,651.4,415,416,1,651.4
13841,Low Value,0.80455005,0.0,1,85.0,252,253,1,85.0
13842,Core Customers,0.11455156,1557.15,18,5629.91,58,59,18,5629.91
13843,Low Value,0.7902555,0.0,1,319.75,380,381,1,319.75
13844,New Customers,0.74211097,361.62,1,361.62,10,11,1,361.62
13845,New Customers,0.7992737,312.98,1,312.98,64,65,1,312.98
13846,New Customers,0.39204127,201.13,4,1307.79,24,25,4,1307.79
13847,Low Value,0.8000676,0.0,1,310.72,719,720,1,310.72
13848,Core Customers,0.28371644,320.0,8,3335.0,91,92,8,3335.0
13849,Core Customers,0.21249583,1537.95,5,3469.3,51,52,5,3469.3
13850,At Risk,0.7790268,1595.48,1,1595.48,128,129,1,1595.48
13851,Core Customers,0.35366625,2405.14,8,4606.46,95,96,8,4606.46
13852,Low Value,0.82973987,0.0,1,187.35000000000002,610,611,1,187.35000000000002
13853,New Customers,0.7885976,1090.14,1,1090.14,56,57,1,1090.14
13854,Champions,0.001310632,2949.98,39,12253.96,8,9,39,12253.96
13855,At Risk,0.4953967,0.0,4,1310.3400000000001,500,501,4,1310.3400000000001
13856,At Risk,0.6490007,169.5,11,1142.03,168,169,11,1142.03
13857,At Risk,0.6909882,0.0,6,1001.01,392,393,6,1001.01
13858,New Customers,0.7443576,216.17,1,216.17,56,57,1,216.17
13859,Low Value,0.7928569,0.0,2,515.86,325,326,2,515.86
13860,New Customers,0.2937486,1245.9,5,1245.9,0,1,5,1245.9
13861,Low Value,0.71155673,0.0,2,273.26,428,429,2,273.26
13862,Core Customers,0.25308332,1056.85,9,2556.09,17,18,9,2556.09
13863,At Risk,0.6015779,0.0,4,1239.55,247,248,4,1239.55
13864,Low Value,0.6995167,0.0,1,662.4000000000001,386,387,1,662.4000000000001
13865,New Customers,0.6446722,219.04,4,501.56,57,58,4,501.56
13866,Low Value,0.7948252,145.67000000000002,1,145.67000000000002,73,74,1,145.67000000000002
13867,New Customers,0.7355052,876.44,3,1015.29,30,31,3,1015.29
13868,New Customers,0.37380058,3192.54,2,3192.54,6,7,2,3192.54
13869,Core Customers,0.1761331,1519.99,10,8111.57,122,123,10,8111.57
13870,Champions,0.0011136391,2226.91,15,5712.08,1,2,15,5712.08
13871,Champions,0.0013470819,4007.52,17,7885.85,22,23,17,7885.85
13872,At Risk,0.7545249,0.0,3,919.57,526,527,3,919.57
13873,At Risk,0.6068666,159.20000000000002,8,1038.92,119,120,8,1038.92
13874,At Risk,0.62080365,0.0,7,2049.15,357,358,7,2049.15
13875,Core Customers,0.0014618983,718.91,14,4814.37,53,54,14,4814.37
13876,Low Value,0.8066446,122.7,1,122.7,63,64,1,122.7
13877,New Customers,0.083549894,117.24,3,449.68,85,86,3,449.68
13878,Core Customers,0.45822155,1281.53,4,2473.06,54,55,4,2473.06
13879,Low Value,0.6997447,0.0,1,395.5,645,646,1,395.5
13880,Core Customers,0.18515876,1880.2,17,4391.66,20,21,17,4391.66
13881,Champions,0.042024717,13590.06,43,45179.1,3,4,43,45179.1
13882,New Customers,0.22172514,1191.13,5,1191.13,2,3,5,1191.13
13883,Champions,0.0013151272,931.7,15,6560.02,10,11,15,6560.02
13884,Core Customers,0.54799885,591.35,10,1888.48,6,7,10,1888.48
13885,At Risk,0.6068573,0.0,2,506.8,188,189,2,506.8
13886,Low Value,0.7632534,243.56,1,243.56,70,71,1,243.56
13887,Low Value,0.73924613,0.0,1,349.55,203,204,1,349.55
13888,Core Customers,0.6560923,366.11,7,2169.05,119,120,7,2169.05
13889,Core Customers,0.4396475,416.90000000000003,6,1991.23,92,93,6,1991.23
13890,Champions,0.0021884714,1693.46,14,2927.38,0,1,14,2927.38
13891,At Risk,0.7329534,0.0,3,863.5600000000001,377,378,3,863.5600000000001
13892,Core Customers,0.37075856,578.4499999999999,6,1267.6499999999999,26,27,6,1267.6499999999999
13893,Low Value,0.67996,0.0,1,821.1,297,298,1,821.1
13894,New Customers,0.7150369,403.77000000000004,3,564.62,23,24,3,564.62
13895,Core Customers,0.0026037102,2593.07,6,4008.52,27,28,6,4008.52
13896,Low Value,0.6997447,0.0,1,388.55,625,626,1,388.55
13897,New Customers,0.12473799,311.16,3,1160.72,49,50,3,1160.72
13898,At Risk,0.7347788,0.0,2,686.4,325,326,2,686.4
13899,New Customers,0.7541809,90.02,2,388.52,15,16,2,388.52
13900,At Risk,0.5756243,0.0,6,1610.59,182,183,6,1610.59
13901,Core Customers,0.049089316,2218.9,15,5676.34,71,72,15,5676.34
13902,At Risk,0.26340067,0.0,5,34095.26,631,632,5,34095.26
13903,Low Value,0.7802568,0.0,1,165.45000000000002,399,400,1,165.45000000000002
13904,New Customers,0.7695563,131.52,2,332.64,36,37,2,332.64
13905,Low Value,0.7992737,0.0,1,312.65,732,733,1,312.65
13906,Low Value,0.92176324,0.0,1,42.0,408,409,1,42.0
13907,Low Value,0.8174948,0.0,1,136.8,691,692,1,136.8
13908,At Risk,0.695651,1538.44,4,2369.55,79,80,4,2369.55
13909,Low Value,0.80837303,0.0,2,286.6,422,423,2,286.6
13911,Core Customers,0.12383173,877.0,20,4234.99,56,57,20,4234.99
13912,Low Value,0.8066446,0.0,1,124.95,423,424,1,124.95
13913,Low Value,0.92176324,0.0,1,42.22,506,507,1,42.22
13914,New Customers,0.61513996,626.45,2,626.45,11,12,2,626.45
13915,Low Value,0.7947815,0.0,1,70.80000000000001,393,394,1,70.80000000000001
13916,At Risk,0.6268787,0.0,4,1275.81,463,464,4,1275.81
13917,New Customers,0.72208315,206.66,2,272.04,49,50,2,272.04
13918,New Customers,0.6378405,1014.64,2,1212.8400000000001,49,50,2,1212.8400000000001
13919,At Risk,0.44896492,384.81,4,1360.68,58,59,4,1360.68
13920,At Risk,0.55090046,0.0,4,1774.68,431,432,4,1774.68
13921,At Risk,0.7253019,0.0,4,730.7,401,402,4,730.7
13922,At Risk,0.70357645,0.0,3,865.2,351,352,3,865.2
13923,New Customers,0.73924613,351.13,1,351.13,53,54,1,351.13
13924,Core Customers,0.16863342,1838.8500000000001,6,1838.8500000000001,1,2,6,1838.8500000000001
13925,At Risk,0.52221024,678.25,4,678.25,92,93,4,678.25
13926,New Customers,0.7512977,223.85000000000002,1,223.85000000000002,22,23,1,223.85000000000002
13927,New Customers,0.35471734,348.99,2,708.26,74,75,2,708.26
13928,New Customers,0.7329648,464.57,4,464.57,10,11,4,464.57
13929,Core Customers,0.43019238,429.79999999999995,11,3494.1,168,169,11,3494.1
13930,New Customers,0.75845265,337.34,2,337.34,57,58,2,337.34
13931,Core Customers,0.04986554,859.32,11,5257.38,95,96,11,5257.38
13932,Low Value,0.76105225,0.0,1,307.4,294,295,1,307.4
13933,At Risk,0.65215415,608.7900000000001,2,608.7900000000001,108,109,2,608.7900000000001
13934,At Risk,0.72624165,0.0,1,922.1,263,264,1,922.1
13935,At Risk,0.65627813,0.0,3,6116.92,596,597,3,6116.92
13936,At Risk,0.72322357,376.58,3,939.66,179,180,3,939.66
13937,At Risk,0.73549575,158.85,2,880.13,168,169,2,880.13
13938,New Customers,0.7947815,71.66,1,71.66,34,35,1,71.66
13939,Core Customers,0.26305968,384.05,7,1560.96,22,23,7,1560.96
13940,New Customers,0.65349853,839.14,4,839.14,16,17,4,839.14
13941,Champions,0.0020655664,2994.0,15,11122.300000000001,21,22,15,11122.300000000001
13942,Low Value,0.7902555,0.0,1,320.0,534,535,1,320.0
13943,Low Value,0.7632534,0.0,1,246.54,577,578,1,246.54
13944,Low Value,0.7500537,0.0,1,200.43,652,653,1,200.43
13945,At Risk,0.7094784,0.0,2,854.15,394,395,2,854.15
13946,Core Customers,0.0026629951,75.6,6,1876.23,78,79,6,1876.23
13947,Low Value,0.7564503,90.6,1,90.6,64,65,1,90.6
13948,At Risk,0.46566072,0.0,4,548.76,360,361,4,548.76
13949,Core Customers,0.22316086,2427.32,6,2427.32,2,3,6,2427.32
13950,New Customers,0.6596427,565.75,4,745.06,10,11,4,745.06
13951,At Risk,0.67552227,158.4,3,674.45,175,176,3,674.45
13952,Core Customers,0.3763573,0.0,14,12823.521,217,218,14,12823.521
13953,Champions,0.0015034669,1765.68,12,6640.68,6,7,12,6640.68
13954,New Customers,0.7323293,439.92,2,439.92,1,2,2,439.92
13955,At Risk,0.6801826,117.86,3,545.17,153,154,3,545.17
13956,New Customers,0.67566335,732.75,5,1026.42,4,5,5,1026.42
13957,At Risk,0.70134234,0.0,3,458.25,417,418,3,458.25
13958,At Risk,0.5345325,0.0,8,4709.2300000000005,379,380,8,4709.2300000000005
13959,At Risk,0.48628506,260.76,6,1076.18,78,79,6,1076.18
13960,New Customers,0.64755267,230.22,2,230.22,20,21,2,230.22
13961,Low Value,0.7778555,0.0,1,538.4,391,392,1,538.4
13962,New Customers,0.39226615,51.95,3,362.8,21,22,3,362.8
13963,Core Customers,0.5966418,0.0,17,3011.87,307,308,17,3011.87
13964,Low Value,0.63994664,0.0,2,438.9,386,387,2,438.9
13965,At Risk,0.71020854,0.0,3,996.61,476,477,3,996.61
13966,Low Value,0.6997447,0.0,1,390.86,434,435,1,390.86
13967,Low Value,0.7962735,80.7,2,166.3,145,146,2,166.3
13968,Low Value,0.8066446,0.0,1,123.66,422,423,1,123.66
13969,Champions,0.25119093,7055.4800000000005,35,13365.87,6,7,35,13365.87
13970,At Risk,0.48224542,0.0,2,846.55,385,386,2,846.55
13971,Core Customers,0.0014942439,1783.74,14,4667.57,18,19,14,4667.57
13972,New Customers,0.8025113,44.349999999999994,2,190.25,70,71,2,190.25
13973,Low Value,0.7570291,0.0,1,264.7,286,287,1,264.7
13974,New Customers,0.21101972,413.59000000000003,2,677.72,48,49,2,677.72
13975,Core Customers,0.0018149717,1564.67,12,5358.84,30,31,12,5358.84
13976,At Risk,0.7684408,0.0,4,1192.36,206,207,4,1192.36
13977,Low Value,0.7651426,0.0,1,519.8100000000001,410,411,1,519.8100000000001
13978,New Customers,0.5895413,196.79000000000002,2,196.79000000000002,14,15,2,196.79000000000002
13979,Core Customers,0.0035879845,869.87,7,3416.23,72,73,7,3416.23
13980,New Customers,0.24580416,200.14,5,799.92,59,60,5,799.92
13981,Low Value,0.74714303,0.0,1,331.14,415,416,1,331.14
13982,Core Customers,0.0025184446,968.01,9,4445.59,38,39,9,4445.59
13983,Champions,0.0012882389,922.37,21,7108.45,29,30,21,7108.45
13984,Core Customers,0.0026645293,203.28,12,2048.6,26,27,12,2048.6
13985,Champions,0.0013421125,5894.83,22,10020.86,3,4,22,10020.86
13986,New Customers,0.7902555,320.46,1,320.46,16,17,1,320.46
13987,At Risk,0.5378454,0.0,2,682.54,379,380,2,682.54
13988,Core Customers,0.13389394,2791.88,8,4757.8,19,20,8,4757.8
13989,Core Customers,0.33361018,369.40999999999997,5,2026.06,65,66,5,2026.06
13990,Low Value,0.8000676,0.0,1,311.3,212,213,1,311.3
13991,New Customers,0.54411244,855.97,6,855.97,11,12,6,855.97
13992,New Customers,0.46329978,76.8,3,219.5,29,30,3,219.5
13993,Core Customers,0.0012603332,1973.54,19,6775.71,42,43,19,6775.71
13994,Core Customers,0.5039525,2313.14,6,2313.14,3,4,6,2313.14
13995,Core Customers,0.0015604709,1083.24,14,3902.01,14,15,14,3902.01
13996,At Risk,0.39983886,0.0,2,895.76,385,386,2,895.76
13997,Low Value,0.5083759,0.0,3,382.31,518,519,3,382.31
13998,At Risk,0.7208091,0.0,3,566.7,446,447,3,566.7
13999,Champions,0.0014468154,2654.9900000000002,29,9502.26,9,10,29,9502.26
14000,At Risk,0.39597437,0.0,5,2046.3400000000001,210,211,5,2046.3400000000001
14001,Core Customers,0.32982293,733.94,9,4530.09,45,46,9,4530.09
14002,At Risk,0.6121458,529.73,2,529.73,133,134,2,529.73
14003,Low Value,0.7528699,0.0,1,209.41,732,733,1,209.41
14004,Core Customers,0.2671311,3682.62,11,6258.45,42,43,11,6258.45
14005,Core Customers,0.47861755,2687.56,5,2874.72,9,10,5,2874.72
14006,Core Customers,0.36823454,300.1,7,2196.67,115,116,7,2196.67
14007,Low Value,0.80455005,0.0,1,79.48,512,513,1,79.48
14008,Low Value,0.6995951,0.0,1,509.04,431,432,1,509.04
14009,At Risk,0.6788209,0.0,3,1099.91,197,198,3,1099.91
14010,Low Value,0.75793284,0.0,2,445.15,564,565,2,445.15
14011,Low Value,0.8067761,0.0,2,457.82,479,480,2,457.82
14012,Low Value,0.7467074,0.0,1,328.8,277,278,1,328.8
14013,At Risk,0.3204355,354.52,5,1084.57,109,110,5,1084.57
14014,At Risk,0.24724618,505.18,3,1948.21,76,77,3,1948.21
14015,New Customers,0.699118,917.34,1,917.34,52,53,1,917.34
14016,Core Customers,0.41990212,976.58,11,11403.41,161,162,11,11403.41
14017,Low Value,0.7985076,0.0,1,229.75,570,571,1,229.75
14018,Low Value,0.74129134,0.0,1,367.15000000000003,644,645,1,367.15000000000003
14019,New Customers,0.33073753,1421.61,3,1421.61,46,47,3,1421.61
14020,New Customers,0.36794338,642.8,4,1249.01,16,17,4,1249.01
14021,At Risk,0.50758064,130.2,7,1716.58,154,155,7,1716.58
14022,At Risk,0.74365747,0.0,2,792.15,224,225,2,792.15
14023,New Customers,0.755863,310.93,2,584.07,6,7,2,584.07
14024,At Risk,0.70614666,327.7,3,645.74,121,122,3,645.74
14025,At Risk,0.4022621,0.0,8,4057.9,464,465,8,4057.9
14026,At Risk,0.74232364,0.0,2,713.11,470,471,2,713.11
14027,Low Value,0.8146963,104.82,1,104.82,60,61,1,104.82
14028,At Risk,0.8017348,0.0,3,10396.5,549,550,3,10396.5
14029,New Customers,0.7729632,467.66,2,467.66,62,63,2,467.66
14030,Champions,0.001436815,925.07,20,8262.29,17,18,20,8262.29
14031,Champions,0.0017178596,9382.300000000001,44,40999.17,6,7,44,40999.17
14032,Champions,0.0012982999,1440.02,16,4850.2699999999995,1,2,16,4850.2699999999995
14033,Low Value,0.79593426,0.0,1,109.44,554,555,1,109.44
14034,New Customers,0.68785566,651.8199999999999,3,651.8199999999999,21,22,3,651.8199999999999
14035,Core Customers,0.2717878,727.44,9,2856.72,28,29,9,2856.72
14036,Low Value,0.73700166,0.0,1,626.65,284,285,1,626.65
14037,At Risk,0.45159444,35.400000000000006,6,836.95,175,176,6,836.95
14038,Core Customers,0.13603415,844.0600000000001,5,3069.88,77,78,5,3069.88
14039,New Customers,0.20206198,152.2,2,267.28000000000003,32,33,2,267.28000000000003
14040,Champions,0.0014781287,1658.8600000000001,35,12645.57,40,41,35,12645.57
14041,Low Value,0.8045614,0.0,1,141.41,265,266,1,141.41
14042,Low Value,0.69918686,0.0,1,431.98,724,725,1,431.98
14043,Low Value,0.8195905,0.0,2,304.25,490,491,2,304.25
14044,Core Customers,0.0027303824,479.08,10,3123.1,26,27,10,3123.1
14045,Core Customers,0.34720474,408.0,16,11313.029999999999,108,109,16,11313.029999999999
14046,Low Value,0.7926729,0.0,1,154.99,283,284,1,154.99
14047,Core Customers,0.0011794638,672.69,14,4255.03,8,9,14,4255.03
14048,At Risk,0.43908736,0.0,3,748.69,304,305,3,748.69
14049,Champions,0.082786076,2623.26,13,13239.03,16,17,13,13239.03
14050,New Customers,0.6240683,746.36,2,746.36,31,32,2,746.36
14051,Champions,0.0014833022,9776.91,37,22434.0,0,1,37,22434.0
14052,New Customers,0.32192162,225.36,2,480.81,19,20,2,480.81
14053,At Risk,0.5451989,260.25,4,572.3,123,124,4,572.3
14054,Low Value,0.7564503,92.46,1,92.46,64,65,1,92.46
14055,At Risk,0.25724244,725.6400000000001,3,1520.96,105,106,3,1520.96
14056,Champions,0.2031705,4519.33,23,8214.65,0,1,23,8214.65
14057,Champions,0.001406375,3541.43,22,8408.84,23,24,22,8408.84
14058,Low Value,0.69425136,0.0,2,469.19,462,463,2,469.19
14059,Low Value,0.82973987,0.0,1,183.6,266,267,1,183.6
14060,Champions,0.12969373,2745.32,30,9519.08,4,5,30,9519.08
14061,At Risk,0.71559274,0.0,3,917.4300000000001,506,507,3,917.4300000000001
14062,Champions,0.0009445772,5630.22,24,25604.2,9,10,24,25604.2
14063,Core Customers,0.33723378,0.0,9,22710.2,437,438,9,22710.2
14064,Core Customers,0.0032561217,511.58,15,3332.42,28,29,15,3332.42
14065,At Risk,0.37975696,0.0,3,891.02,388,389,3,891.02
14066,Low Value,0.7854415,0.0,1,152.55,266,267,1,152.55
14067,New Customers,0.5610368,374.7,2,374.7,63,64,2,374.7
14068,At Risk,0.69420624,0.0,4,1528.3700000000001,319,320,4,1528.3700000000001
14069,Low Value,0.67080045,0.0,2,230.06,514,515,2,230.06
14070,Low Value,0.7467074,0.0,1,326.55,684,685,1,326.55
14071,Core Customers,0.44732657,1082.01,8,1438.82,3,4,8,1438.82
14072,Low Value,0.6997447,0.0,1,390.85,666,667,1,390.85
14073,New Customers,0.7854415,151.04,1,151.04,31,32,1,151.04
14074,Low Value,0.7404506,0.0,1,219.39999999999998,622,623,1,219.39999999999998
14075,Core Customers,0.32573435,634.34,6,1734.87,4,5,6,1734.87
14076,Low Value,0.8139913,122.47,1,122.47,128,129,1,122.47
14077,New Customers,0.68170613,189.01999999999998,6,615.0799999999999,40,41,6,615.0799999999999
14078,Core Customers,0.37091553,221.46,9,1692.6299999999999,101,102,9,1692.6299999999999
14079,At Risk,0.3522865,375.1,2,618.73,124,125,2,618.73
14080,Core Customers,0.0027596254,45.599999999999994,5,1115.68,32,33,5,1115.68
14081,Core Customers,0.27576554,0.0,10,5370.1,301,302,10,5370.1
14082,Low Value,0.62646884,0.0,2,413.36,364,365,2,413.36
14083,Core Customers,0.004055324,528.96,11,1407.26,3,4,11,1407.26
14084,Low Value,0.7854415,0.0,1,150.5,511,512,1,150.5
14085,Champions,0.001423704,1636.13,33,10104.97,1,2,33,10104.97
14086,Low Value,0.92176324,0.0,1,39.95,462,463,1,39.95
14087,New Customers,0.005309666,194.42,3,846.22,2,3,3,846.22
14088,Champions,0.08217657,35136.97,16,64036.8,9,10,16,64036.8
14089,Low Value,0.7926729,161.0,1,161.0,56,57,1,161.0
14090,Low Value,0.7947815,0.0,1,76.32000000000001,324,325,1,76.32000000000001
14091,At Risk,0.7762561,0.0,2,9530.08,653,654,2,9530.08
14092,Champions,0.0015472311,2279.44,24,7229.45,7,8,24,7229.45
14093,New Customers,0.69834954,442.85,1,442.85,11,12,1,442.85
14094,Low Value,0.73286533,0.0,1,335.22,439,440,1,335.22
14095,Low Value,0.8372379,0.0,1,2.95,722,723,1,2.95
14096,Champions,0.31205115,65164.79,17,65164.79,3,4,17,65164.79
14097,Low Value,0.80846214,0.0,2,422.85999999999996,480,481,2,422.85999999999996
14098,New Customers,0.7948252,147.35,1,147.35,36,37,1,147.35
14099,Champions,0.0011182416,1782.71,20,5765.71,15,16,20,5765.71
14100,Low Value,0.7473679,194.9,1,194.9,137,138,1,194.9
14101,Core Customers,0.26316825,1817.4,13,9961.93,73,74,13,9961.93
14102,Core Customers,0.28365296,1360.28,5,1360.28,4,5,5,1360.28
14104,At Risk,0.51134735,216.20999999999998,5,771.5799999999999,154,155,5,771.5799999999999
14105,At Risk,0.7660676,0.0,5,5988.83,238,239,5,5988.83
14106,Low Value,0.7443576,0.0,1,214.79999999999998,736,737,1,214.79999999999998
14107,Core Customers,0.0020803488,1228.15,11,4877.3,51,52,11,4877.3
14108,New Customers,0.0037323425,597.91,4,1044.96,30,31,4,1044.96
14109,Low Value,0.8045614,144.2,1,144.2,72,73,1,144.2
14110,Champions,0.0014372166,3981.63,33,12987.95,3,4,33,12987.95
14111,New Customers,0.59647477,598.65,4,692.85,13,14,4,692.85
14112,Core Customers,0.08215702,1762.65,13,5834.59,22,23,13,5834.59
14113,Champions,0.001271591,1406.92,16,7092.610000000001,3,4,16,7092.610000000001
14114,At Risk,0.54083806,0.0,7,1364.09,273,274,7,1364.09
14115,At Risk,0.7791681,0.0,2,622.6700000000001,501,502,2,622.6700000000001
14116,Core Customers,0.33075756,1382.74,5,1382.74,19,20,5,1382.74
14117,Low Value,0.7564503,90.0,1,90.0,143,144,1,90.0
14118,Low Value,0.7238071,0.0,1,458.45,428,429,1,458.45
14119,Low Value,0.8011675,0.0,2,183.37,375,376,2,183.37
14121,Core Customers,0.22444883,2780.15,4,2780.15,3,4,4,2780.15
14122,Low Value,0.7436433,0.0,3,362.42,405,406,3,362.42
14123,Low Value,0.69918686,0.0,1,436.18,732,733,1,436.18
14124,New Customers,0.7097194,419.58000000000004,1,419.58000000000004,83,84,1,419.58000000000004
14125,Core Customers,0.31442937,2740.43,3,2740.43,10,11,3,2740.43
14126,New Customers,0.62684345,706.1300000000001,4,1172.46,7,8,4,1172.46
14127,At Risk,0.72596145,257.48,6,1900.0800000000002,122,123,6,1900.0800000000002
14128,New Customers,0.2964159,331.96,3,924.21,60,61,3,924.21
14129,Core Customers,0.25421444,764.96,9,2591.34,1,2,9,2591.34
14130,At Risk,0.48305014,0.0,4,1882.67,318,319,4,1882.67
14131,Low Value,0.8027131,0.0,1,187.87,648,649,1,187.87
14132,Champions,0.3804363,3279.17,11,3586.0299999999997,1,2,11,3586.0299999999997
14133,At Risk,0.1524778,287.64,4,911.14,129,130,4,911.14
14134,Core Customers,0.47456712,0.0,15,11123.35,382,383,15,11123.35
14135,Champions,0.0014349847,2248.85,24,9643.92,1,2,24,9643.92
14136,At Risk,0.7348002,0.0,5,1570.81,400,401,5,1570.81
14137,Low Value,0.73286533,0.0,1,332.7,695,696,1,332.7
14138,New Customers,0.63033783,982.3800000000001,2,982.3800000000001,1,2,2,982.3800000000001
14139,New Customers,0.34079254,415.82,4,1086.8,45,46,4,1086.8
14140,New Customers,0.5014947,935.05,2,935.05,3,4,2,935.05
14141,New Customers,0.56082946,915.13,4,915.13,2,3,4,915.13
14142,At Risk,0.76108366,0.0,2,983.15,372,373,2,983.15
14143,Low Value,0.77695733,115.8,1,115.8,133,134,1,115.8
14144,Low Value,0.83806014,0.0,1,30.599999999999998,485,486,1,30.599999999999998
14145,Core Customers,0.2005757,2613.6,7,7600.05,46,47,7,7600.05
14146,Champions,0.0024951643,2287.27,12,9450.3,8,9,12,9450.3
14147,Core Customers,0.25705945,300.6,9,2590.2,77,78,9,2590.2
14148,Low Value,0.8119942,0.0,2,466.29,233,234,2,466.29
14149,Low Value,0.69834954,0.0,1,446.62,220,221,1,446.62
14150,New Customers,0.67908466,352.46000000000004,2,658.64,35,36,2,658.64
14151,At Risk,0.5379472,0.0,2,679.45,672,673,2,679.45
14152,Core Customers,0.2653854,306.78000000000003,7,1997.3400000000001,74,75,7,1997.3400000000001
14153,Low Value,0.7985076,0.0,1,233.4,482,483,1,233.4
14154,Core Customers,0.5030313,0.0,8,6460.7,238,239,8,6460.7
14155,Low Value,0.77695733,0.0,1,118.75,265,266,1,118.75
14156,Champions,0.0021429495,72514.28,156,313946.37,9,10,156,313946.37
14157,New Customers,0.22947638,155.71,5,1002.78,19,20,5,1002.78
14158,New Customers,0.6995951,507.66,1,507.66,39,40,1,507.66
14159,Champions,0.001436815,3578.39,20,7938.01,19,20,20,7938.01
14160,At Risk,0.4090498,0.0,7,8421.47,609,610,7,8421.47
14161,At Risk,0.6202477,0.0,7,3318.88,215,216,7,3318.88
14162,Low Value,0.8212475,111.68,2,289.36,173,174,2,289.36
14163,Core Customers,0.3677251,1696.12,5,2594.62,86,87,5,2594.62
14164,At Risk,0.48215854,1631.77,2,1631.77,70,71,2,1631.77
14165,Low Value,0.8139913,0.0,1,122.53999999999999,275,276,1,122.53999999999999
14166,Low Value,0.69197094,0.0,2,256.85,504,505,2,256.85
14167,Core Customers,0.050904326,315.84,8,1296.49,38,39,8,1296.49
14168,Low Value,0.80357534,0.0,2,370.45,420,421,2,370.45
14169,At Risk,0.49096975,0.0,2,624.4300000000001,430,431,2,624.4300000000001
14170,At Risk,0.59874135,0.0,3,597.33,374,375,3,597.33
14171,New Customers,0.09590806,363.79,2,498.79,97,98,2,498.79
14172,Low Value,0.5846053,0.0,3,402.72,604,605,3,402.72
14173,New Customers,0.0061766887,336.8,6,586.0,10,11,6,586.0
14174,New Customers,0.84486204,134.46,1,134.46,32,33,1,134.46
14175,Core Customers,0.2518523,2899.72,8,7678.88,59,60,8,7678.88
14176,At Risk,0.42552158,0.0,5,916.01,296,297,5,916.01
14177,Core Customers,0.23912543,559.41,13,2229.34,85,86,13,2229.34
14178,Core Customers,0.51695174,1423.56,7,1620.93,8,9,7,1620.93
14179,New Customers,0.5101318,719.78,2,719.78,40,41,2,719.78
14180,Champions,0.16458827,1314.9,33,6319.25,10,11,33,6319.25
14181,Low Value,0.85645795,0.0,2,310.55,410,411,2,310.55
14182,At Risk,0.7397939,0.0,4,678.77,443,444,4,678.77
14183,Low Value,0.7894413,0.0,2,286.29,410,411,2,286.29
